id_gatto,eta_mesi,razza,sesso,peso_nascita_kg,lunghezza_cm,altezza_spalla_cm,attivita_giornaliera,quantita_cibo_giorno_g,tipo_cibo,pelo_lungo,sterilizzato,temperatura_media_zona,vive_interno,peso_adulto_kg
2241,53,Maine Coon,Maschio,0.15,53.6,33.6,4.3,81.0,Secco,1,1,22.0,1,6.05
2242,65,Siamese,Maschio,0.12,42.4,23.7,1.8,66.6,Umido,0,1,19.6,1,5.76
2243,68,Europeo,Maschio,0.08,61.5,29.5,3.6,88.2,Secco,0,1,14.0,0,6.62
2244,91,Maine Coon,Maschio,0.12,50.7,32.8,2.8,106.0,Secco,1,1,18.6,1,7.09
2245,7,Bengala,Maschio,0.12,44.8,26.1,2.8,102.1,Umido,0,1,27.2,0,4.2
2246,93,Europeo,Maschio,0.1,71.7,26.5,3.5,83.0,Secco,0,1,13.4,1,6.46
2247,77,Europeo,Femmina,0.13,51.2,28.9,4.4,87.6,Umido,0,1,22.6,1,6.49
2248,16,Persiano,Maschio,0.09,51.8,28.4,5.4,72.8,Misto,1,1,15.7,0,4.34
2249,69,Maine Coon,Femmina,0.12,55.5,24.6,3.2,109.4,Secco,1,1,14.9,0,6.4
2250,82,Persiano,Femmina,0.09,43.9,23.1,5.8,123.9,Secco,1,1,11.7,0,6.68
2251,86,Maine Coon,Maschio,0.11,46.6,39.6,1.4,91.6,Umido,1,0,18.7,0,6.64
2252,77,Siamese,Femmina,0.13,67.0,29.8,2.7,52.7,Misto,0,0,22.0,1,6.25
2253,26,Persiano,Femmina,0.12,51.7,31.0,7.1,107.7,Secco,1,1,19.6,1,5.6
2254,23,Persiano,Femmina,0.12,47.2,27.2,2.3,117.7,Secco,1,0,16.9,1,4.77
2255,99,Bengala,Maschio,0.12,51.2,35.2,5.9,,Misto,0,1,14.8,0,7.09
2256,69,Persiano,Maschio,0.12,54.1,28.8,4.0,104.9,Secco,1,0,26.7,1,6.06
2257,87,Maine Coon,Maschio,0.13,56.6,32.3,3.9,84.0,Umido,1,1,15.2,0,6.95
2258,115,Bengala,Maschio,0.13,58.1,25.2,5.4,115.7,Misto,0,1,15.2,1,7.97
2259,116,Persiano,Maschio,0.15,64.1,22.0,5.2,67.2,Misto,1,0,10.2,1,6.35
2260,100,Persiano,Femmina,0.12,48.9,27.6,6.0,83.3,Secco,1,1,26.8,1,7.0
2261,43,Siamese,Femmina,0.09,42.3,20.0,3.6,55.8,Misto,0,1,9.5,0,4.34
2262,37,Persiano,Maschio,0.14,56.0,16.3,4.2,95.2,Misto,1,1,22.8,0,5.12
2263,16,Europeo,Femmina,0.15,61.4,27.3,3.6,98.3,Misto,0,0,21.0,1,4.49
2264,50,Bengala,Femmina,0.17,55.9,18.7,2.3,91.5,Secco,0,1,15.6,1,5.79
2265,94,Europeo,Femmina,0.15,63.5,34.4,4.3,78.3,Misto,0,1,19.1,1,7.27
2266,38,Bengala,Femmina,0.11,48.3,34.1,3.8,78.8,Secco,0,1,20.3,0,5.69
2267,107,Siamese,Maschio,0.12,57.6,23.1,1.2,75.9,Misto,0,0,29.3,1,6.87
2268,46,Persiano,Maschio,0.11,51.4,28.7,5.7,109.1,Umido,1,1,26.8,0,5.45
2269,13,Persiano,Maschio,0.11,45.9,34.9,4.2,59.3,Misto,1,1,21.7,1,4.25
2270,16,Persiano,Femmina,0.12,56.5,23.4,2.9,79.0,Misto,1,1,19.3,1,4.74
2271,91,Bengala,Femmina,0.15,61.9,32.6,,59.6,Misto,0,1,21.3,0,7.33
2272,56,Persiano,Maschio,0.09,47.8,39.8,3.2,78.2,Umido,1,1,19.2,1,6.02
2273,93,Europeo,Maschio,0.1,42.8,21.3,4.3,88.3,Misto,0,0,19.8,1,6.28
2274,46,Persiano,Femmina,0.14,49.2,22.2,6.1,134.2,Umido,1,1,14.7,1,5.23
2275,22,Siamese,Maschio,0.15,39.1,28.9,4.6,75.8,Umido,0,1,17.7,1,4.47
2276,81,Europeo,Maschio,0.11,53.3,39.9,3.3,107.1,Umido,0,1,21.9,0,7.06
2277,51,Persiano,Femmina,0.15,42.6,24.0,2.5,50.8,Secco,1,0,18.3,1,4.77
2278,37,Persiano,Femmina,0.14,57.5,39.0,2.9,86.6,Secco,1,1,20.5,1,6.07
2279,84,Maine Coon,Maschio,0.11,58.2,29.9,5.2,91.2,Umido,1,1,15.4,1,6.7
2280,85,Bengala,Femmina,0.07,58.1,19.4,3.9,102.7,Secco,0,1,17.8,1,6.87
2281,59,Europeo,Maschio,0.09,58.4,35.9,4.8,78.7,Umido,0,1,11.8,1,5.61
2282,91,Maine Coon,Femmina,0.11,56.8,27.2,3.6,71.5,Secco,1,0,22.0,1,6.48
2283,97,Siamese,Femmina,0.14,58.5,32.1,2.6,43.6,Secco,0,0,9.2,1,7.06
2284,25,Bengala,Maschio,0.14,57.5,18.0,4.9,96.4,Misto,0,1,20.4,1,4.39
2285,38,Europeo,Femmina,0.11,47.9,23.1,2.8,72.8,Secco,0,0,11.2,1,4.95
2286,79,Persiano,Maschio,0.12,57.1,21.5,3.4,107.3,Secco,1,1,13.3,0,6.4
2287,45,Europeo,Femmina,0.12,42.1,19.2,2.2,94.6,Misto,0,1,13.1,0,5.02
2288,37,Persiano,Maschio,0.12,49.3,27.3,2.6,108.9,Umido,1,0,22.3,1,5.09
2289,119,Bengala,Femmina,0.12,72.7,33.8,5.3,73.1,Misto,0,1,11.9,1,7.63
2290,102,Persiano,Femmina,0.12,60.9,27.4,5.6,95.3,Secco,1,1,17.1,0,7.51
2291,7,Siamese,Maschio,0.09,45.1,18.2,5.6,95.0,Secco,0,0,15.9,1,3.78
2292,102,Persiano,Femmina,0.12,57.1,23.7,5.6,81.3,Umido,1,1,16.7,1,6.93
2293,38,Siamese,Maschio,0.12,48.7,28.8,3.5,111.6,Secco,0,0,21.7,1,5.02
2294,110,Bengala,Femmina,0.14,57.6,31.1,5.0,105.6,Misto,0,1,17.4,1,8.0
2295,82,Bengala,Femmina,0.1,50.4,31.0,5.6,131.8,Umido,0,1,17.3,1,6.46
2296,35,Europeo,Maschio,0.12,52.0,34.5,2.7,99.3,Misto,0,1,13.4,0,5.02
2297,38,Siamese,Femmina,0.13,52.5,29.8,4.3,126.0,Secco,0,1,13.2,1,5.11
2298,82,Siamese,Femmina,0.12,53.2,31.1,3.8,124.5,Umido,0,0,11.0,1,6.25
2299,31,Maine Coon,Maschio,0.08,49.1,38.4,1.2,72.6,Secco,1,1,16.2,0,4.92
2300,27,Maine Coon,Femmina,0.14,50.1,25.0,4.5,59.6,Secco,1,1,25.4,1,4.36
2301,108,Maine Coon,Maschio,0.13,52.1,42.3,2.9,119.5,,1,1,18.9,1,8.02
2302,71,Persiano,Maschio,0.12,55.5,35.7,5.6,105.1,Secco,1,0,18.3,1,6.36
2303,43,Maine Coon,Maschio,0.12,54.8,25.7,2.9,96.2,Misto,1,0,10.2,0,5.35
2304,108,Siamese,Femmina,0.08,66.1,34.4,4.5,80.0,Secco,0,1,23.6,1,8.18
2305,95,Persiano,Femmina,0.14,56.7,28.7,4.2,96.3,Misto,1,0,26.0,1,7.08
2306,51,Bengala,Maschio,0.15,46.2,20.4,1.4,103.1,Misto,0,1,13.8,1,6.55
2307,119,Europeo,Femmina,0.1,56.2,30.9,3.5,100.2,Umido,0,1,13.1,0,8.23
2308,20,Maine Coon,Maschio,0.15,39.0,18.7,4.5,76.7,Umido,1,1,25.2,1,4.06
2309,103,Bengala,Femmina,0.14,60.4,31.3,5.5,121.8,Secco,0,1,19.9,0,7.14
2310,111,Siamese,Maschio,0.1,41.7,34.6,4.0,90.5,Secco,0,1,26.6,1,7.21
2311,49,Europeo,Maschio,0.11,57.1,26.4,5.4,104.4,Umido,0,0,23.9,1,5.31
2312,54,Bengala,Femmina,0.09,58.4,28.9,4.8,106.4,Misto,0,0,8.4,1,6.0
2313,109,Europeo,Maschio,0.12,35.4,31.5,4.9,132.4,Misto,0,1,26.0,0,7.4
2314,80,Maine Coon,Maschio,0.13,61.9,33.2,4.9,98.1,Umido,1,0,18.7,0,6.64
2315,66,Siamese,Femmina,0.09,58.8,28.7,3.6,86.2,Umido,0,1,18.1,0,5.82
2316,72,Europeo,Maschio,0.13,50.2,27.0,2.5,123.3,Secco,0,1,18.2,0,6.65
2317,11,Bengala,Maschio,0.13,37.8,29.5,6.4,115.0,Misto,0,1,17.6,1,4.72
2318,14,Maine Coon,Femmina,0.13,40.5,26.5,5.2,96.5,Umido,1,1,10.4,0,4.8
2319,11,Maine Coon,Maschio,0.13,40.8,14.9,3.9,92.7,Misto,1,1,24.9,1,4.23
2320,78,Bengala,Maschio,0.1,62.0,27.1,4.9,50.6,Misto,0,1,15.2,1,6.58
2321,108,Bengala,Maschio,0.12,52.7,27.8,4.6,87.5,Umido,0,1,16.4,1,7.44
2322,100,Europeo,Maschio,0.13,61.3,30.7,2.7,57.4,Misto,0,0,20.9,0,7.16
2323,37,Persiano,Maschio,0.15,47.8,27.0,3.5,33.6,Secco,1,1,26.7,1,4.7
2324,46,Maine Coon,Maschio,0.12,50.0,17.5,6.0,80.1,Umido,1,1,17.6,0,5.32
2325,119,Europeo,Maschio,0.13,45.9,23.5,4.0,60.4,Misto,0,1,19.0,1,7.53
2326,81,Bengala,Maschio,0.1,45.1,24.3,4.6,82.1,Umido,0,1,25.0,0,6.27
2327,13,Europeo,Femmina,0.1,55.4,26.0,5.9,98.0,Umido,0,1,20.8,1,5.09
2328,77,Bengala,Maschio,0.09,51.6,34.2,4.0,98.2,Misto,0,1,20.3,0,6.7
2329,55,Siamese,Maschio,0.11,52.6,19.7,2.6,83.0,Secco,0,0,3.5,1,5.51
2330,97,Bengala,Femmina,0.16,67.3,26.5,4.2,62.6,Umido,0,1,16.5,1,7.29
2331,67,Bengala,Maschio,0.11,50.8,28.1,3.2,84.0,Misto,0,1,18.8,1,6.1
2332,89,Bengala,Maschio,0.13,52.6,24.8,1.9,62.5,Umido,0,1,18.8,1,6.69
2333,67,Persiano,Maschio,0.13,60.1,28.8,5.2,118.5,Umido,1,1,22.6,1,6.23
2334,116,Bengala,Maschio,0.1,56.7,34.0,3.6,84.2,Misto,0,0,11.9,1,7.33
2335,12,Maine Coon,Maschio,0.11,48.4,21.8,0.5,58.2,Secco,1,0,12.9,1,4.02
2336,80,Maine Coon,Maschio,0.13,60.0,30.6,4.4,67.8,Misto,1,1,22.9,1,6.23
2337,89,Europeo,Femmina,0.13,53.9,28.9,4.4,88.9,Umido,0,1,23.4,0,7.34
2338,85,Persiano,Femmina,0.08,59.0,23.5,6.9,95.0,Secco,1,0,12.8,0,6.27
2339,9,Europeo,Femmina,0.13,45.1,24.7,4.0,84.1,Secco,0,1,19.3,1,3.85
2340,11,Maine Coon,Femmina,0.11,53.0,27.8,5.6,111.1,Secco,1,1,16.8,1,4.59
2341,63,Maine Coon,Femmina,0.11,54.2,35.2,5.0,70.8,Secco,1,0,14.8,0,6.1
2342,27,Siamese,Maschio,0.13,46.1,34.6,3.1,106.3,Umido,0,0,12.0,1,4.57
2343,31,Bengala,Maschio,0.15,48.6,23.7,4.5,87.1,Misto,0,1,13.5,1,4.73
2344,8,Maine Coon,Maschio,0.12,28.7,22.3,3.8,104.9,Misto,1,1,13.9,0,4.16
2345,46,Europeo,Maschio,0.14,58.0,27.5,3.0,73.5,Secco,0,1,25.8,1,5.42
2346,65,Europeo,Maschio,0.09,42.7,25.5,3.2,102.0,Secco,0,1,20.5,0,6.21
2347,111,Bengala,Femmina,0.12,48.6,36.6,3.0,69.9,Misto,0,0,19.4,1,6.95
2348,19,Bengala,Femmina,0.11,43.8,26.5,4.0,120.9,Secco,0,1,12.4,1,4.54
2349,80,Siamese,Maschio,0.13,40.4,29.3,4.0,86.4,Misto,0,1,24.6,1,6.45
2350,87,Persiano,Maschio,0.11,57.0,32.6,3.2,77.8,Misto,1,1,25.2,1,7.17
2351,17,Europeo,Maschio,0.09,49.2,26.6,3.7,63.9,Secco,0,1,19.2,0,4.74
2352,92,Bengala,Femmina,0.1,50.8,31.1,1.2,85.8,Misto,0,1,18.7,1,6.93
2353,17,Europeo,Femmina,0.09,42.0,27.2,2.5,82.0,Misto,0,1,18.7,1,3.78
2354,18,Bengala,Maschio,0.09,41.9,25.2,3.6,60.5,Misto,0,0,21.7,0,3.92
2355,30,Maine Coon,Femmina,0.13,52.3,22.0,6.5,78.3,Secco,1,0,10.7,0,4.57
2356,50,Europeo,Maschio,0.11,38.8,36.3,4.9,50.7,Umido,0,0,12.7,1,5.45
2357,24,Maine Coon,Femmina,0.12,44.5,21.7,2.5,62.4,Umido,1,1,14.0,1,4.24
2358,60,Europeo,Femmina,0.16,40.3,36.3,6.4,90.3,Umido,0,0,15.7,1,5.22
2359,115,Persiano,Maschio,0.11,61.9,32.5,4.0,95.1,Umido,1,1,19.5,1,7.9
2360,105,Siamese,Femmina,0.13,53.1,27.2,2.3,78.1,Umido,0,0,23.1,0,7.19
2361,50,Maine Coon,Femmina,0.12,53.8,30.3,3.9,97.2,Secco,1,1,22.7,0,5.61
2362,13,Bengala,Maschio,0.18,55.0,29.6,5.5,71.8,Secco,0,0,10.1,1,4.1
2363,98,Persiano,Femmina,0.06,63.7,38.5,2.3,93.5,Umido,1,1,27.5,1,7.83
2364,58,Europeo,Maschio,0.11,43.6,21.3,2.4,83.3,Umido,0,0,29.1,0,5.05
2365,60,Maine Coon,Femmina,0.13,53.2,27.3,6.7,89.3,Misto,1,1,26.2,1,5.64
2366,37,Europeo,Maschio,0.1,56.5,33.7,4.4,88.7,Misto,0,1,14.6,1,5.46
2367,56,Europeo,Maschio,0.13,55.5,31.5,3.3,74.6,Misto,0,1,15.5,1,5.78
2368,49,Europeo,Femmina,0.12,55.5,29.9,3.8,56.9,Umido,0,1,10.1,0,5.5
2369,87,Siamese,Femmina,0.14,41.2,36.7,4.4,67.9,Umido,0,1,19.4,0,6.22
2370,75,Siamese,Maschio,0.1,57.3,27.9,3.7,59.2,Secco,0,1,19.4,1,5.9
2371,23,Bengala,Femmina,0.12,41.7,14.2,6.0,87.4,Misto,0,1,16.2,0,4.42
2372,88,Maine Coon,Femmina,0.13,58.5,27.6,4.1,101.9,Misto,1,1,13.4,1,7.48
2373,27,Persiano,Femmina,0.12,52.2,36.4,5.0,119.7,Secco,1,0,19.1,0,4.98
2374,42,Persiano,Maschio,0.12,53.3,28.6,4.1,79.0,Secco,1,0,17.2,0,4.83
2375,101,Persiano,Maschio,0.14,54.3,25.8,3.9,84.6,Secco,1,1,19.9,0,7.12
2376,61,Europeo,Maschio,0.09,60.3,34.7,5.3,128.3,Misto,0,1,25.8,0,6.12
2377,110,Siamese,Femmina,0.12,59.6,34.7,5.4,82.7,Secco,0,1,21.3,1,7.66
2378,64,Maine Coon,Femmina,0.1,53.7,28.9,1.5,70.5,Umido,1,1,19.2,1,5.21
2379,8,Europeo,Maschio,0.14,39.3,28.3,4.0,85.4,Umido,0,1,19.0,1,3.95
2380,33,Siamese,Maschio,0.1,51.1,21.6,7.1,85.7,Umido,0,0,12.8,1,5.13
2381,79,Siamese,Femmina,0.07,66.8,27.1,3.3,73.0,Secco,0,0,17.7,1,6.43
2382,40,Maine Coon,Femmina,0.14,39.3,26.7,4.7,61.2,Misto,1,0,19.6,0,4.99
2383,66,Maine Coon,Femmina,0.11,56.7,33.8,5.9,123.7,Misto,1,1,22.6,1,6.26
2384,98,Maine Coon,Femmina,0.13,60.8,27.2,2.3,95.6,Secco,1,1,21.4,0,7.5
2385,59,Europeo,Maschio,0.15,63.0,27.8,3.4,119.1,Secco,0,0,16.7,1,6.08
2386,68,Bengala,Femmina,0.13,56.9,35.6,1.6,102.3,Misto,0,1,24.9,0,6.08
2387,84,Maine Coon,Femmina,0.12,53.5,41.8,4.2,88.7,Umido,1,1,8.3,1,7.21
2388,102,Bengala,Maschio,0.12,58.2,25.7,4.6,55.8,Umido,0,1,20.8,0,7.74
2389,12,Europeo,Maschio,0.1,44.3,26.3,5.0,71.8,Misto,0,1,13.2,0,4.19
2390,81,Bengala,Femmina,0.12,61.6,21.5,6.4,85.8,Secco,0,1,25.7,0,6.25
2391,54,Persiano,Maschio,0.16,39.6,27.6,4.1,68.9,Umido,1,1,23.0,1,5.8
2392,99,Bengala,Femmina,0.11,51.5,28.5,2.3,48.2,Umido,0,0,10.6,0,6.99
2393,90,Maine Coon,Femmina,0.12,57.1,35.8,2.7,67.6,Umido,1,1,13.0,0,6.93
2394,36,Europeo,Maschio,0.15,56.8,20.9,2.9,81.9,Secco,0,0,9.3,0,4.59
2395,63,Maine Coon,Maschio,0.09,51.2,21.6,4.3,120.4,Secco,1,0,21.8,0,6.1
2396,66,Persiano,Femmina,0.13,46.1,35.9,7.5,81.5,Umido,1,0,20.3,1,5.08
2397,29,Maine Coon,Maschio,0.09,46.4,23.3,3.9,100.9,Secco,1,0,22.5,1,4.78
2398,25,Maine Coon,Femmina,0.13,44.9,27.2,6.1,72.7,Misto,1,1,4.7,1,3.78
2399,42,Maine Coon,Femmina,0.12,47.0,28.6,3.8,83.1,Secco,1,1,13.9,0,5.31
2400,9,Siamese,Femmina,0.13,42.9,21.5,2.3,83.9,Misto,0,0,21.7,1,4.27
2401,97,Persiano,Maschio,0.1,51.7,25.9,2.8,117.6,Umido,1,1,24.4,1,7.8
2402,113,Maine Coon,Femmina,0.11,44.3,36.3,2.9,32.4,Umido,1,1,16.3,1,7.61
2403,25,Maine Coon,Femmina,0.13,49.6,29.6,3.8,71.4,Misto,1,1,19.4,1,4.86
2404,65,Maine Coon,Femmina,0.11,56.2,28.2,4.6,94.1,Umido,1,0,21.9,0,6.2
2405,29,Europeo,Maschio,0.14,58.4,25.8,3.0,94.4,Umido,0,0,25.7,1,4.85
2406,55,Siamese,Femmina,0.12,56.5,29.3,5.2,66.9,Umido,0,1,10.2,0,5.44
2407,54,Europeo,Femmina,0.11,56.1,29.6,5.6,90.4,Secco,0,0,16.9,1,5.66
2408,56,Siamese,Femmina,0.11,52.7,34.1,3.6,87.5,Secco,0,1,10.4,1,5.71
2409,101,Maine Coon,Maschio,0.12,42.8,29.9,5.4,120.2,Misto,1,1,20.3,1,7.51
2410,110,Persiano,Femmina,0.12,58.0,32.7,1.1,86.4,Misto,1,1,10.8,1,7.91
2411,41,Bengala,Femmina,0.13,49.9,30.6,0.5,78.2,Secco,0,0,18.0,0,5.01
2412,103,Bengala,Maschio,0.11,62.5,33.8,5.2,76.3,Umido,0,1,18.6,0,7.34
2413,105,Maine Coon,Maschio,0.11,59.5,37.5,3.4,99.0,Secco,1,1,14.0,0,7.73
2414,71,Europeo,Femmina,0.14,51.2,28.5,7.3,89.5,Umido,0,1,23.0,1,6.25
2415,84,Persiano,Femmina,0.11,67.1,26.4,3.9,76.5,Misto,1,1,19.2,0,7.48
2416,39,Siamese,Femmina,0.11,54.8,25.2,2.5,65.4,Misto,0,1,18.2,1,5.0
2417,41,Maine Coon,Maschio,0.07,51.5,30.3,6.5,87.1,Misto,1,1,14.5,1,4.81
2418,11,Persiano,Maschio,0.1,49.3,25.0,5.0,104.0,Secco,1,1,17.0,0,4.51
2419,44,Persiano,Femmina,0.1,49.8,38.6,6.3,82.3,Secco,1,1,13.5,0,6.23
2420,47,Siamese,Maschio,0.11,49.8,27.4,3.1,86.9,Umido,0,0,16.4,1,5.33
2421,63,Persiano,Femmina,0.11,36.1,23.4,4.5,77.9,Misto,1,1,18.1,1,5.78
2422,17,Europeo,Femmina,0.14,40.3,27.5,2.7,88.8,Umido,0,0,31.0,1,3.88
2423,8,Europeo,Maschio,0.1,42.0,33.1,1.4,84.5,Umido,0,0,17.6,1,3.99
2424,114,Europeo,Femmina,0.11,59.6,26.6,5.1,74.5,Secco,0,1,14.4,0,8.0
2425,23,Persiano,Maschio,0.12,35.7,21.9,3.3,103.2,Secco,1,1,11.6,1,4.98
2426,45,Europeo,Maschio,0.1,45.9,26.3,2.5,55.9,Umido,0,1,21.2,0,5.67
2427,26,Siamese,Femmina,0.15,43.1,23.1,1.9,106.5,Umido,0,0,12.8,0,4.29
2428,20,Persiano,Maschio,0.14,47.8,19.2,4.3,95.2,Umido,1,1,19.9,0,4.93
2429,102,Bengala,Femmina,0.1,58.4,22.4,4.1,100.0,Secco,0,1,24.9,0,6.61
2430,104,Persiano,Maschio,0.14,50.9,31.4,3.3,53.6,Umido,1,0,21.8,1,6.91
2431,31,Siamese,Femmina,0.14,44.1,30.1,3.0,85.0,Secco,0,0,13.3,1,4.81
2432,13,Bengala,Femmina,0.1,41.5,22.1,5.1,120.9,Misto,0,1,19.2,1,4.74
2433,105,Persiano,Femmina,0.1,52.8,29.9,0.5,78.1,Misto,1,1,24.5,0,7.65
2434,117,Europeo,Maschio,0.11,56.3,31.8,4.9,92.4,Umido,0,1,19.7,0,8.15
2435,99,Maine Coon,Femmina,0.09,64.1,24.4,4.7,66.5,Secco,1,1,17.0,0,7.58
2436,92,Maine Coon,Maschio,0.1,47.1,33.9,2.2,55.6,Misto,1,1,22.5,1,6.75
2437,47,Europeo,Maschio,0.11,62.0,28.4,1.1,86.8,Secco,0,1,20.5,0,5.25
2438,49,Maine Coon,Maschio,0.13,41.3,30.1,4.9,76.2,Secco,1,1,18.7,0,5.75
2439,19,Maine Coon,Maschio,0.12,53.6,29.3,2.2,73.3,Misto,1,1,21.4,0,5.03
2440,83,Europeo,Maschio,0.12,50.0,41.3,6.4,94.1,Umido,0,1,19.5,0,6.68
2441,7,Europeo,Femmina,0.11,39.3,20.2,7.2,108.1,Umido,0,0,15.7,1,3.92
2442,42,Persiano,Maschio,0.09,58.4,22.6,4.6,99.7,Misto,1,1,19.0,1,5.63
2443,74,Persiano,Femmina,0.13,53.0,37.1,3.8,89.6,Secco,1,0,16.7,0,6.88
2444,43,Europeo,Femmina,0.13,49.6,30.4,3.7,105.1,Umido,0,1,23.8,0,5.11
2445,114,Siamese,Maschio,0.11,54.5,31.0,1.4,103.7,Secco,0,1,16.6,1,7.97
2446,46,Maine Coon,Femmina,0.1,45.5,24.9,3.6,84.6,Misto,1,1,16.7,1,5.36
2447,67,Persiano,Femmina,0.15,50.5,27.2,3.3,120.0,Umido,1,1,22.1,0,6.35
2448,65,Maine Coon,Maschio,0.12,28.9,27.2,3.0,64.3,Umido,1,1,16.8,1,6.1
2449,116,Bengala,Femmina,0.13,43.6,23.3,4.6,58.5,Umido,0,1,18.5,1,7.06
2450,19,Europeo,Maschio,0.13,49.6,30.8,4.2,116.1,Misto,0,1,16.3,1,4.93
2451,108,Siamese,Maschio,0.1,64.1,20.3,5.2,76.4,Misto,0,1,14.1,1,7.01
2452,94,Bengala,Maschio,0.15,63.9,25.5,3.3,33.2,Misto,0,1,16.5,1,6.62
2453,89,Bengala,Femmina,0.11,47.2,27.3,4.9,83.3,Secco,0,1,14.9,1,7.07
2454,7,Bengala,Femmina,0.14,47.0,36.1,4.0,112.6,Secco,0,1,31.7,0,4.68
2455,108,Europeo,Femmina,0.15,40.4,29.9,4.9,83.7,Secco,0,1,16.6,0,7.67
2456,75,Persiano,Femmina,0.12,50.0,30.3,3.9,52.3,Umido,1,1,15.6,1,5.61
2457,22,Europeo,Maschio,0.1,53.0,21.7,6.7,87.6,Umido,0,1,22.3,1,5.0
2458,94,Persiano,Maschio,0.07,54.3,34.0,0.5,77.3,Umido,1,0,22.1,1,6.49
2459,33,Bengala,Femmina,0.12,46.0,41.4,4.9,83.1,Misto,0,1,13.5,1,4.96
2460,71,Bengala,Maschio,0.13,52.0,31.0,5.3,76.2,Misto,0,1,19.1,1,6.02
2461,40,Siamese,Femmina,0.11,58.0,25.3,2.1,70.8,Umido,0,0,16.7,0,5.18
2462,106,Persiano,Maschio,0.12,53.9,20.1,6.7,108.0,Misto,1,0,19.4,1,7.24
2463,10,Bengala,Maschio,0.13,46.5,29.0,4.0,76.4,Secco,0,1,16.7,0,4.53
2464,70,Maine Coon,Maschio,0.14,62.6,23.6,3.8,90.8,Secco,1,1,7.7,1,6.42
2465,45,Siamese,Maschio,0.12,47.9,23.5,4.6,92.4,Misto,0,1,20.7,1,5.42
2466,81,Europeo,Maschio,0.12,41.6,33.7,5.3,78.3,Secco,0,0,20.3,0,6.21
2467,61,Siamese,Femmina,0.12,60.7,25.7,4.2,73.4,Secco,0,1,11.8,1,5.92
2468,41,Maine Coon,Femmina,0.12,56.2,26.6,4.2,89.8,Secco,1,1,23.0,0,5.63
2469,50,Persiano,Maschio,0.11,34.5,31.2,5.3,57.6,Umido,1,0,23.0,1,4.73
2470,28,Europeo,Femmina,0.11,46.9,22.9,5.5,130.9,Misto,0,1,24.0,1,5.12
2471,52,Europeo,Maschio,0.11,50.0,21.2,4.5,77.5,Misto,0,1,10.3,1,5.49
2472,36,Persiano,Maschio,0.12,58.2,29.1,1.7,75.6,Umido,1,0,22.2,1,5.35
2473,16,Siamese,Maschio,0.1,46.5,29.6,2.5,99.7,Secco,0,0,13.8,0,4.89
2474,15,Bengala,Maschio,0.11,47.7,22.9,5.6,87.8,Umido,0,1,11.9,0,4.93
2475,72,Siamese,Femmina,0.16,53.6,25.5,3.6,78.8,Secco,0,1,15.4,0,5.29
2476,19,Maine Coon,Maschio,0.14,43.6,20.4,3.1,59.5,Umido,1,1,16.9,0,4.22
2477,85,Bengala,Femmina,0.1,62.6,32.8,4.7,91.4,Secco,0,1,15.4,1,6.47
2478,79,Siamese,Maschio,0.14,47.4,38.5,4.5,78.1,Umido,0,1,23.9,1,6.49
2479,98,Persiano,Maschio,0.13,51.4,34.6,3.7,129.0,Umido,1,1,12.8,1,7.19
2480,15,Maine Coon,Femmina,0.12,46.5,25.3,5.1,86.1,Secco,1,0,22.9,0,4.68
2481,81,Maine Coon,Maschio,0.11,43.7,32.6,2.1,38.9,Secco,1,0,15.9,1,5.9
2482,99,Maine Coon,Maschio,0.1,67.3,25.8,1.4,101.8,Misto,1,0,18.5,1,7.15
2483,110,Bengala,Femmina,0.12,56.0,32.3,6.3,72.6,Misto,0,0,16.6,0,7.03
2484,6,Europeo,Femmina,0.1,51.4,19.9,2.3,86.7,Umido,0,1,14.0,0,4.22
2485,10,Bengala,Femmina,0.14,39.3,24.9,1.8,111.7,Umido,0,1,13.8,1,3.52
2486,25,Siamese,Maschio,0.15,52.5,31.6,3.5,80.8,Misto,0,1,11.4,1,4.63
2487,13,Europeo,Maschio,0.12,51.9,29.7,4.0,83.9,Misto,0,1,11.0,0,4.01
2488,48,Siamese,Femmina,0.14,56.4,30.2,3.3,105.3,Secco,0,0,17.1,0,5.89
2489,81,Europeo,Femmina,0.11,66.4,31.1,3.7,115.9,Misto,0,1,24.9,1,6.83
2490,6,Bengala,Maschio,0.11,41.7,21.6,1.9,81.1,Umido,0,1,12.4,0,4.05
2491,62,Maine Coon,Maschio,0.14,49.9,28.8,5.1,130.7,Misto,1,1,18.9,1,6.1
2492,69,Persiano,Femmina,0.15,46.0,32.4,1.7,48.6,Misto,1,0,17.3,0,5.88
2493,89,Maine Coon,Femmina,0.16,53.2,28.2,4.0,69.9,Misto,1,1,24.5,0,7.17
2494,33,Bengala,Femmina,0.13,52.9,25.6,4.4,79.2,Misto,0,0,20.4,0,4.86
2495,112,Europeo,Femmina,0.14,60.5,28.2,5.0,111.1,Umido,0,1,14.8,0,7.6
2496,42,Maine Coon,Maschio,0.13,60.7,25.7,4.3,93.2,Misto,1,1,12.1,1,4.96
2497,52,Bengala,Maschio,0.15,53.6,23.7,2.4,71.3,Misto,0,1,8.4,1,5.32
2498,106,Siamese,Maschio,0.13,55.6,30.4,3.4,64.3,Umido,0,0,14.2,0,7.04
2499,81,Persiano,Maschio,0.14,45.5,27.4,2.9,55.9,Misto,1,0,28.8,1,6.26
